nodeid,lat,long
139775,40.8066,-73.9611
139776,40.8066,-73.961
139777,40.8066,-73.9607
139778,40.8066,-73.9602
139779,40.8066,-73.9557
139780,40.8066,-73.9556
139781,40.8066,-73.9544
139782,40.8066,-73.9541
139783,40.8066,-73.9507
139784,40.8066,-73.9502
139785,40.8066,-73.9499
139786,40.8066,-73.9487
139787,40.8066,-73.9486
139788,40.8066,-73.9485
139789,40.8066,-73.9466
139790,40.8066,-73.9465
139791,40.8066,-73.9428
139792,40.8066,-73.9425
139793,40.8066,-73.9424
139794,40.8066,-73.9423
139795,40.8066,-73.9422
139796,40.8066,-73.9407
139797,40.8066,-73.94
139798,40.8066,-73.9399
139799,40.8066,-73.9359
139800,40.8066,-73.9358
139801,40.8067,-73.9673
139802,40.8067,-73.9666
139803,40.8067,-73.9665
139804,40.8067,-73.9652
139805,40.8067,-73.965
139806,40.8067,-73.9649
139807,40.8067,-73.9648
139808,40.8067,-73.9647
139809,40.8067,-73.9613
139810,40.8067,-73.9612
139811,40.8067,-73.9611
139812,40.8067,-73.961
139813,40.8067,-73.9573
139814,40.8067,-73.9555
139815,40.8067,-73.9548
139816,40.8067,-73.9547
139817,40.8067,-73.9538
139818,40.8067,-73.9488
139819,40.8067,-73.9468
139820,40.8067,-73.9466
139821,40.8067,-73.9465
139822,40.8067,-73.9464
139823,40.8067,-73.9462
139824,40.8067,-73.9409
139825,40.8067,-73.9408
139826,40.8067,-73.9376
139827,40.8067,-73.9358
139828,40.8067,-73.927
139829,40.8067,-73.9269
139830,40.8067,-73.7356
139831,40.8068,-74.0033
139832,40.8068,-73.9671
139833,40.8068,-73.967
139834,40.8068,-73.9658
139835,40.8068,-73.9652
139836,40.8068,-73.9651
139837,40.8068,-73.965
139838,40.8068,-73.9649
139839,40.8068,-73.9648
139840,40.8068,-73.9647
139841,40.8068,-73.9643
139842,40.8068,-73.9613
139843,40.8068,-73.9612
139844,40.8068,-73.9611
139845,40.8068,-73.961
139846,40.8068,-73.9609
139847,40.8068,-73.9608
139848,40.8068,-73.9587
139849,40.8068,-73.9569
139850,40.8068,-73.9554
139851,40.8068,-73.9547
139852,40.8068,-73.9538
139853,40.8068,-73.9537
139854,40.8068,-73.9535
139855,40.8068,-73.9531
139856,40.8068,-73.9512
139857,40.8068,-73.9501
139858,40.8068,-73.9471
139859,40.8068,-73.9463
139860,40.8068,-73.9461
139861,40.8068,-73.9434
139862,40.8068,-73.9433
139863,40.8068,-73.9273
139864,40.8069,-73.9673
139865,40.8069,-73.9669
139866,40.8069,-73.9656
139867,40.8069,-73.9651
139868,40.8069,-73.965
139869,40.8069,-73.9649
139870,40.8069,-73.9647
139871,40.8069,-73.9611
139872,40.8069,-73.961
139873,40.8069,-73.9609
139874,40.8069,-73.9572
139875,40.8069,-73.957
139876,40.8069,-73.9555
139877,40.8069,-73.9537
139878,40.8069,-73.9536
139879,40.8069,-73.9514
139880,40.8069,-73.9513
139881,40.8069,-73.9498
139882,40.8069,-73.9495
139883,40.8069,-73.9494
139884,40.8069,-73.9493
139885,40.8069,-73.9475
139886,40.8069,-73.9474
139887,40.8069,-73.9473
139888,40.8069,-73.946
139889,40.8069,-73.9434
139890,40.8069,-73.9433
139891,40.8069,-73.942
139892,40.8069,-73.9419
139893,40.8069,-73.9392
139894,40.8069,-73.9355
139895,40.8069,-73.9157
139896,40.807,-73.9672
139897,40.807,-73.9649
139898,40.807,-73.9648
139899,40.807,-73.9646
139900,40.807,-73.9645
139901,40.807,-73.9643
139902,40.807,-73.9612
139903,40.807,-73.961
139904,40.807,-73.9609
139905,40.807,-73.9608
139906,40.807,-73.9556
139907,40.807,-73.9477
139908,40.807,-73.9475
139909,40.807,-73.9463
139910,40.807,-73.9462
139911,40.807,-73.9435
139912,40.807,-73.9277
139913,40.8071,-73.9673
139914,40.8071,-73.9648
139915,40.8071,-73.9647
139916,40.8071,-73.9645
139917,40.8071,-73.9644
139918,40.8071,-73.9643
139919,40.8071,-73.9642
139920,40.8071,-73.9609
139921,40.8071,-73.9608
139922,40.8071,-73.9607
139923,40.8071,-73.9586
139924,40.8071,-73.9572
139925,40.8071,-73.9553
139926,40.8071,-73.9535
139927,40.8071,-73.95
139928,40.8071,-73.9496
139929,40.8071,-73.948
139930,40.8071,-73.9461
139931,40.8071,-73.9439
139932,40.8071,-73.9432
139933,40.8071,-73.9397
139934,40.8071,-73.9395
139935,40.8071,-73.9379
139936,40.8071,-73.936
139937,40.8071,-73.9121
139938,40.8071,-73.8521
139939,40.8072,-73.9668
139940,40.8072,-73.9665
139941,40.8072,-73.9662
139942,40.8072,-73.9661
139943,40.8072,-73.966
139944,40.8072,-73.9647
139945,40.8072,-73.9646
139946,40.8072,-73.9645
139947,40.8072,-73.9644
139948,40.8072,-73.9643
139949,40.8072,-73.9607
139950,40.8072,-73.9533
139951,40.8072,-73.9532
139952,40.8072,-73.9521
139953,40.8072,-73.9498
139954,40.8072,-73.9462
139955,40.8072,-73.9461
139956,40.8072,-73.9459
139957,40.8072,-73.9458
139958,40.8072,-73.942
139959,40.8072,-73.9419
139960,40.8072,-73.9396
139961,40.8072,-73.9381
139962,40.8072,-73.9377
139963,40.8072,-73.9336
139964,40.8072,-73.9242
139965,40.8072,-73.9222
139966,40.8072,-73.9205
139967,40.8073,-73.9671
139968,40.8073,-73.967
139969,40.8073,-73.9661
139970,40.8073,-73.9647
139971,40.8073,-73.9646
139972,40.8073,-73.9645
139973,40.8073,-73.9644
139974,40.8073,-73.9643
139975,40.8073,-73.9641
139976,40.8073,-73.9607
139977,40.8073,-73.956
139978,40.8073,-73.9552
139979,40.8073,-73.9551
139980,40.8073,-73.9533
139981,40.8073,-73.9504
139982,40.8073,-73.9502
139983,40.8073,-73.9495
139984,40.8073,-73.9485
139985,40.8073,-73.9482
139986,40.8073,-73.9445
139987,40.8073,-73.9444
139988,40.8073,-73.9443
139989,40.8073,-73.9417
139990,40.8073,-73.9416
139991,40.8073,-73.9404
139992,40.8073,-73.9403
139993,40.8073,-73.9396
139994,40.8073,-73.9208
139995,40.8073,-73.9189
139996,40.8074,-73.9673
139997,40.8074,-73.9667
139998,40.8074,-73.9665
139999,40.8074,-73.9664
140000,40.8074,-73.9647
140001,40.8074,-73.9646
140002,40.8074,-73.9645
140003,40.8074,-73.9644
140004,40.8074,-73.9642
140005,40.8074,-73.9641
140006,40.8074,-73.9608
140007,40.8074,-73.9606
140008,40.8074,-73.9605
140009,40.8074,-73.9603
140010,40.8074,-73.9567
140011,40.8074,-73.9552
140012,40.8074,-73.9532
140013,40.8074,-73.953
140014,40.8074,-73.9458
140015,40.8074,-73.9457
140016,40.8074,-73.9456
140017,40.8074,-73.9444
140018,40.8074,-73.9394
140019,40.8074,-73.9385
140020,40.8074,-73.9339
140021,40.8074,-73.9241
140022,40.8075,-73.967
140023,40.8075,-73.9669
140024,40.8075,-73.9666
140025,40.8075,-73.9647
140026,40.8075,-73.9646
140027,40.8075,-73.9645
140028,40.8075,-73.9644
140029,40.8075,-73.9643
140030,40.8075,-73.9642
140031,40.8075,-73.9641
140032,40.8075,-73.9606
140033,40.8075,-73.9605
140034,40.8075,-73.9604
140035,40.8075,-73.96
140036,40.8075,-73.9586
140037,40.8075,-73.9584
140038,40.8075,-73.9567
140039,40.8075,-73.9531
140040,40.8075,-73.9508
140041,40.8075,-73.9492
140042,40.8075,-73.9452
140043,40.8075,-73.945
140044,40.8075,-73.9449
140045,40.8075,-73.9448
140046,40.8075,-73.9386
140047,40.8075,-73.9376
140048,40.8075,-73.924
140049,40.8075,-73.9211
140050,40.8075,-73.9027
140051,40.8076,-73.9669
140052,40.8076,-73.9644
140053,40.8076,-73.9643
140054,40.8076,-73.9642
140055,40.8076,-73.9641
140056,40.8076,-73.964
140057,40.8076,-73.9606
140058,40.8076,-73.9605
140059,40.8076,-73.9604
140060,40.8076,-73.9601
140061,40.8076,-73.9588
140062,40.8076,-73.955
140063,40.8076,-73.9532
140064,40.8076,-73.953
140065,40.8076,-73.951
140066,40.8076,-73.9495
140067,40.8076,-73.9491
140068,40.8076,-73.947
140069,40.8076,-73.9455
140070,40.8076,-73.9453
140071,40.8076,-73.9451
140072,40.8076,-73.9432
140073,40.8076,-73.9428
140074,40.8076,-73.9415
140075,40.8076,-73.9414
140076,40.8076,-73.9393
140077,40.8076,-73.9374
140078,40.8076,-73.9353
140079,40.8076,-73.929
140080,40.8076,-73.9239
140081,40.8077,-73.9813
140082,40.8077,-73.9666
140083,40.8077,-73.9652
140084,40.8077,-73.9651
140085,40.8077,-73.9644
140086,40.8077,-73.9643
140087,40.8077,-73.9642
140088,40.8077,-73.9641
140089,40.8077,-73.964
140090,40.8077,-73.9639
140091,40.8077,-73.9606
140092,40.8077,-73.9605
140093,40.8077,-73.9604
140094,40.8077,-73.9603
140095,40.8077,-73.9529
140096,40.8077,-73.9515
140097,40.8077,-73.9512
140098,40.8077,-73.9492
140099,40.8077,-73.9456
140100,40.8077,-73.9454
140101,40.8077,-73.9453
140102,40.8077,-73.9452
140103,40.8077,-73.9451
140104,40.8077,-73.945
140105,40.8077,-73.9414
140106,40.8077,-73.9412
140107,40.8077,-73.9411
140108,40.8077,-73.9394
140109,40.8077,-73.9393
140110,40.8077,-73.9353
140111,40.8077,-73.9293
140112,40.8077,-73.9239
140113,40.8078,-73.9667
140114,40.8078,-73.9656
140115,40.8078,-73.9653
140116,40.8078,-73.9644
140117,40.8078,-73.9643
140118,40.8078,-73.9642
140119,40.8078,-73.9641
140120,40.8078,-73.964
140121,40.8078,-73.9639
140122,40.8078,-73.9638
140123,40.8078,-73.9604
140124,40.8078,-73.9602
140125,40.8078,-73.9565
140126,40.8078,-73.9515
140127,40.8078,-73.9496
140128,40.8078,-73.9494
140129,40.8078,-73.9493
140130,40.8078,-73.9457
140131,40.8078,-73.9456
140132,40.8078,-73.9455
140133,40.8078,-73.9454
140134,40.8078,-73.9453
140135,40.8078,-73.9413
140136,40.8078,-73.9412
140137,40.8078,-73.9392
140138,40.8078,-73.9237
140139,40.8078,-73.9196
140140,40.8078,-73.4899
140141,40.8079,-73.9667
140142,40.8079,-73.9642
140143,40.8079,-73.9641
140144,40.8079,-73.964
140145,40.8079,-73.9639
140146,40.8079,-73.9638
140147,40.8079,-73.9603
140148,40.8079,-73.9602
140149,40.8079,-73.9599
140150,40.8079,-73.9596
140151,40.8079,-73.9548
140152,40.8079,-73.9536
140153,40.8079,-73.953
140154,40.8079,-73.9513
140155,40.8079,-73.9478
140156,40.8079,-73.946
140157,40.8079,-73.9459
140158,40.8079,-73.9458
140159,40.8079,-73.9457
140160,40.8079,-73.9455
140161,40.8079,-73.9454
140162,40.8079,-73.9453
140163,40.8079,-73.9416
140164,40.8079,-73.9413
140165,40.8079,-73.9391
140166,40.8079,-73.9378
140167,40.8079,-73.936
140168,40.8079,-73.9294
140169,40.808,-73.9659
140170,40.808,-73.9657
140171,40.808,-73.9655
140172,40.808,-73.9654
140173,40.808,-73.9641
140174,40.808,-73.964
140175,40.808,-73.9639
140176,40.808,-73.9638
140177,40.808,-73.9637
140178,40.808,-73.9635
140179,40.808,-73.9602
140180,40.808,-73.9601
140181,40.808,-73.96
140182,40.808,-73.9597
140183,40.808,-73.958
140184,40.808,-73.954
140185,40.808,-73.9526
140186,40.808,-73.952
140187,40.808,-73.9502
140188,40.808,-73.9499
140189,40.808,-73.9463
140190,40.808,-73.9462
140191,40.808,-73.9461
140192,40.808,-73.946
140193,40.808,-73.9454
140194,40.808,-73.942
140195,40.808,-73.939
140196,40.808,-73.9294
140197,40.808,-73.9238
140198,40.8081,-73.9661
140199,40.8081,-73.9642
140200,40.8081,-73.9641
140201,40.8081,-73.9639
140202,40.8081,-73.9638
140203,40.8081,-73.9637
140204,40.8081,-73.9636
140205,40.8081,-73.9602
140206,40.8081,-73.9601
140207,40.8081,-73.96
140208,40.8081,-73.9599
140209,40.8081,-73.9582
140210,40.8081,-73.9581
140211,40.8081,-73.9579
140212,40.8081,-73.9545
140213,40.8081,-73.9527
140214,40.8081,-73.9526
140215,40.8081,-73.9504
140216,40.8081,-73.9502
140217,40.8081,-73.949
140218,40.8081,-73.9489
140219,40.8081,-73.9463
140220,40.8081,-73.9462
140221,40.8081,-73.946
140222,40.8081,-73.9454
140223,40.8081,-73.9452
140224,40.8081,-73.9451
140225,40.8081,-73.9403
140226,40.8082,-73.9641
140227,40.8082,-73.964
140228,40.8082,-73.9639
140229,40.8082,-73.9638
140230,40.8082,-73.9637
140231,40.8082,-73.9636
140232,40.8082,-73.96
140233,40.8082,-73.9588
140234,40.8082,-73.9583
140235,40.8082,-73.9582
140236,40.8082,-73.9564
140237,40.8082,-73.9546
140238,40.8082,-73.9545
140239,40.8082,-73.9527
140240,40.8082,-73.9523
140241,40.8082,-73.9505
140242,40.8082,-73.9489
140243,40.8082,-73.9486
140244,40.8082,-73.9465
140245,40.8082,-73.9462
140246,40.8082,-73.9461
140247,40.8082,-73.9453
140248,40.8082,-73.9452
140249,40.8082,-73.9451
140250,40.8082,-73.9448
140251,40.8082,-73.9444
140252,40.8082,-73.9426
140253,40.8082,-73.941
140254,40.8082,-73.9409
140255,40.8082,-73.9389
140256,40.8083,-73.9646
140257,40.8083,-73.9645
140258,40.8083,-73.964
140259,40.8083,-73.9638
140260,40.8083,-73.9636
140261,40.8083,-73.9579
140262,40.8083,-73.9525
140263,40.8083,-73.9491
140264,40.8083,-73.949
140265,40.8083,-73.9471
140266,40.8083,-73.9467
140267,40.8083,-73.9466
140268,40.8083,-73.9465
140269,40.8083,-73.9464
140270,40.8083,-73.9452
140271,40.8083,-73.945
140272,40.8083,-73.9448
140273,40.8083,-73.9447
140274,40.8083,-73.9389
140275,40.8083,-73.9387
140276,40.8083,-73.937
140277,40.8083,-73.9234
140278,40.8083,-73.9188
140279,40.8084,-73.9651
140280,40.8084,-73.9643
140281,40.8084,-73.9638
140282,40.8084,-73.9637
140283,40.8084,-73.9636
140284,40.8084,-73.9635
140285,40.8084,-73.9599
140286,40.8084,-73.9598
140287,40.8084,-73.9596
140288,40.8084,-73.9595
140289,40.8084,-73.9587
140290,40.8084,-73.9578
140291,40.8084,-73.9577
140292,40.8084,-73.9549
140293,40.8084,-73.9548
140294,40.8084,-73.9532
140295,40.8084,-73.9525
140296,40.8084,-73.9511
140297,40.8084,-73.9509
140298,40.8084,-73.945
140299,40.8084,-73.9449
140300,40.8084,-73.9448
140301,40.8084,-73.9446
140302,40.8084,-73.9431
140303,40.8084,-73.9428
140304,40.8084,-73.941
140305,40.8084,-73.9409
140306,40.8084,-73.9407
140307,40.8084,-73.9391
140308,40.8084,-73.937
140309,40.8084,-73.9364
140310,40.8084,-73.931
140311,40.8084,-73.9209
140312,40.8085,-73.965
140313,40.8085,-73.9648
140314,40.8085,-73.9643
140315,40.8085,-73.9635
140316,40.8085,-73.9599
140317,40.8085,-73.9598
140318,40.8085,-73.9596
140319,40.8085,-73.9588
140320,40.8085,-73.9578
140321,40.8085,-73.9524
140322,40.8085,-73.9522
140323,40.8085,-73.9493
140324,40.8085,-73.9491
140325,40.8085,-73.947
140326,40.8085,-73.9451
140327,40.8085,-73.945
140328,40.8085,-73.9429
140329,40.8085,-73.9407
140330,40.8086,-73.9661
140331,40.8086,-73.966
140332,40.8086,-73.9659
140333,40.8086,-73.9653
140334,40.8086,-73.9648
140335,40.8086,-73.9637
140336,40.8086,-73.9634
140337,40.8086,-73.9633
140338,40.8086,-73.9632
140339,40.8086,-73.9597
140340,40.8086,-73.9596
140341,40.8086,-73.9561
140342,40.8086,-73.9542
140343,40.8086,-73.9485
140344,40.8086,-73.9453
140345,40.8086,-73.9452
140346,40.8086,-73.945
140347,40.8086,-73.9448
140348,40.8086,-73.9447
140349,40.8086,-73.9396
140350,40.8086,-73.9395
140351,40.8086,-73.9394
140352,40.8086,-73.9375
140353,40.8086,-73.9362
140354,40.8086,-73.9357
140355,40.8086,-73.9355
140356,40.8086,-73.9276
140357,40.8086,-73.9219
140358,40.8087,-73.9656
140359,40.8087,-73.9648
140360,40.8087,-73.9645
140361,40.8087,-73.9635
140362,40.8087,-73.9633
140363,40.8087,-73.9632
140364,40.8087,-73.9597
140365,40.8087,-73.9596
140366,40.8087,-73.9595
140367,40.8087,-73.9581
140368,40.8087,-73.958
140369,40.8087,-73.9579
140370,40.8087,-73.9578
140371,40.8087,-73.9575
140372,40.8087,-73.9537
140373,40.8087,-73.9523
140374,40.8087,-73.9522
140375,40.8087,-73.9521
140376,40.8087,-73.9488
140377,40.8087,-73.9487
140378,40.8087,-73.9478
140379,40.8087,-73.9452
140380,40.8087,-73.9447
140381,40.8087,-73.9435
140382,40.8087,-73.9417
140383,40.8087,-73.9416
140384,40.8087,-73.9408
140385,40.8087,-73.936
140386,40.8087,-73.9231
140387,40.8088,-73.9657
140388,40.8088,-73.9654
140389,40.8088,-73.9635
140390,40.8088,-73.9633
140391,40.8088,-73.9631
140392,40.8088,-73.9597
140393,40.8088,-73.9596
140394,40.8088,-73.9595
140395,40.8088,-73.9579
140396,40.8088,-73.9558
140397,40.8088,-73.9536
140398,40.8088,-73.9522
140399,40.8088,-73.9488
140400,40.8088,-73.9486
140401,40.8088,-73.9481
140402,40.8088,-73.9457
140403,40.8088,-73.9449
140404,40.8088,-73.9406
140405,40.8088,-73.9405
140406,40.8088,-73.938
140407,40.8088,-73.9361
140408,40.8088,-73.9231
140409,40.8089,-73.9658
140410,40.8089,-73.9657
140411,40.8089,-73.9635
140412,40.8089,-73.9634
140413,40.8089,-73.9633
140414,40.8089,-73.9596
140415,40.8089,-73.9595
140416,40.8089,-73.9594
140417,40.8089,-73.9584
140418,40.8089,-73.9583
140419,40.8089,-73.956
140420,40.8089,-73.9541
140421,40.8089,-73.9521
140422,40.8089,-73.9485
140423,40.8089,-73.9483
140424,40.8089,-73.948
140425,40.8089,-73.9446
140426,40.8089,-73.9405
140427,40.8089,-73.9403
140428,40.8089,-73.9247
140429,40.8089,-73.923
140430,40.8089,-73.9165
140431,40.809,-73.9656
140432,40.809,-73.9634
140433,40.809,-73.9633
140434,40.809,-73.9596
140435,40.809,-73.9595
140436,40.809,-73.9594
140437,40.809,-73.9593
140438,40.809,-73.9586
140439,40.809,-73.9585
140440,40.809,-73.9583
140441,40.809,-73.954
140442,40.809,-73.9525
140443,40.809,-73.952
140444,40.809,-73.9519
140445,40.809,-73.9504
140446,40.809,-73.9486
140447,40.809,-73.9483
140448,40.809,-73.9446
140449,40.809,-73.9445
140450,40.809,-73.9248
140451,40.809,-73.923
140452,40.809,-73.9229
140453,40.809,-73.8015
140454,40.8091,-73.9655
140455,40.8091,-73.9595
140456,40.8091,-73.9594
140457,40.8091,-73.9593
140458,40.8091,-73.9592
140459,40.8091,-73.959
140460,40.8091,-73.9589
140461,40.8091,-73.9588
140462,40.8091,-73.9587
140463,40.8091,-73.9528
140464,40.8091,-73.952
140465,40.8091,-73.9519
140466,40.8091,-73.9518
140467,40.8091,-73.9481
140468,40.8091,-73.9444
140469,40.8091,-73.9403
140470,40.8091,-73.9384
140471,40.8092,-74.0947
140472,40.8092,-73.9655
140473,40.8092,-73.9654
140474,40.8092,-73.9645
140475,40.8092,-73.9631
140476,40.8092,-73.963
140477,40.8092,-73.9595
140478,40.8092,-73.9594
140479,40.8092,-73.9593
140480,40.8092,-73.9592
140481,40.8092,-73.9591
140482,40.8092,-73.959
140483,40.8092,-73.9587
140484,40.8092,-73.9585
140485,40.8092,-73.9583
140486,40.8092,-73.9555
140487,40.8092,-73.9552
140488,40.8092,-73.9521
140489,40.8092,-73.952
140490,40.8092,-73.9519
140491,40.8092,-73.949
140492,40.8092,-73.9489
140493,40.8092,-73.9487
140494,40.8092,-73.9483
140495,40.8092,-73.9481
140496,40.8092,-73.9446
140497,40.8092,-73.9444
140498,40.8092,-73.9429
140499,40.8092,-73.9409
140500,40.8092,-73.9391
140501,40.8092,-73.9381
140502,40.8092,-73.9363
140503,40.8092,-73.9358
140504,40.8093,-73.9654
140505,40.8093,-73.9593
140506,40.8093,-73.9591
140507,40.8093,-73.9588
140508,40.8093,-73.9573
140509,40.8093,-73.9555
140510,40.8093,-73.9547
140511,40.8093,-73.953
140512,40.8093,-73.9517
140513,40.8093,-73.9493
140514,40.8093,-73.9491
140515,40.8093,-73.9489
140516,40.8093,-73.9485
140517,40.8093,-73.9481
140518,40.8093,-73.9446
140519,40.8093,-73.9428
140520,40.8093,-73.9392
140521,40.8093,-73.9231
140522,40.8094,-73.9655
140523,40.8094,-73.9596
140524,40.8094,-73.9594
140525,40.8094,-73.9593
140526,40.8094,-73.9591
140527,40.8094,-73.9552
140528,40.8094,-73.9537
140529,40.8094,-73.9532
140530,40.8094,-73.953
140531,40.8094,-73.9518
140532,40.8094,-73.9494
140533,40.8094,-73.9493
140534,40.8094,-73.9492
140535,40.8094,-73.9491
140536,40.8094,-73.9444
140537,40.8094,-73.9443
140538,40.8094,-73.9413
140539,40.8094,-73.94
140540,40.8094,-73.9393
140541,40.8094,-73.938
140542,40.8094,-73.9356
140543,40.8094,-73.9291
140544,40.8095,-73.9654
140545,40.8095,-73.964
140546,40.8095,-73.963
140547,40.8095,-73.9626
140548,40.8095,-73.9591
140549,40.8095,-73.9554
140550,40.8095,-73.953
140551,40.8095,-73.9498
140552,40.8095,-73.9481
140553,40.8095,-73.948
140554,40.8095,-73.9476
140555,40.8095,-73.9444
140556,40.8095,-73.9416
140557,40.8095,-73.9415
140558,40.8095,-73.94
140559,40.8095,-73.9378
140560,40.8096,-73.9849
140561,40.8096,-73.9653
140562,40.8096,-73.9641
140563,40.8096,-73.9629
140564,40.8096,-73.9605
140565,40.8096,-73.96
140566,40.8096,-73.9599
140567,40.8096,-73.9598
140568,40.8096,-73.9594
140569,40.8096,-73.9593
140570,40.8096,-73.9591
140571,40.8096,-73.9589
140572,40.8096,-73.9536
140573,40.8096,-73.9517
140574,40.8096,-73.9516
140575,40.8096,-73.9515
140576,40.8096,-73.9438
140577,40.8096,-73.9419
140578,40.8096,-73.94
140579,40.8096,-73.938
140580,40.8096,-73.9358
140581,40.8097,-73.9642
140582,40.8097,-73.964
140583,40.8097,-73.9628
140584,40.8097,-73.9627
140585,40.8097,-73.9599
140586,40.8097,-73.9591
140587,40.8097,-73.9588
140588,40.8097,-73.9581
140589,40.8097,-73.9521
140590,40.8097,-73.9515
140591,40.8097,-73.95
140592,40.8097,-73.9476
140593,40.8097,-73.944
140594,40.8097,-73.9399
140595,40.8097,-73.9378
140596,40.8097,-73.9365
140597,40.8097,-73.935
140598,40.8098,-73.9651
140599,40.8098,-73.9629
140600,40.8098,-73.9625
140601,40.8098,-73.961
140602,40.8098,-73.9602
140603,40.8098,-73.9601
140604,40.8098,-73.959
140605,40.8098,-73.9588
140606,40.8098,-73.953
140607,40.8098,-73.9503
140608,40.8098,-73.95
140609,40.8098,-73.9441
140610,40.8098,-73.944
140611,40.8098,-73.9439
140612,40.8098,-73.9425
140613,40.8098,-73.9399
140614,40.8098,-73.9398
140615,40.8098,-73.9366
140616,40.8098,-73.9244
140617,40.8098,-73.9206
140618,40.8098,-73.8747
140619,40.8099,-73.9628
140620,40.8099,-73.9627
140621,40.8099,-73.9625
140622,40.8099,-73.9624
140623,40.8099,-73.9591
140624,40.8099,-73.9589
140625,40.8099,-73.9587
140626,40.8099,-73.9533
140627,40.8099,-73.9515
140628,40.8099,-73.9514
140629,40.8099,-73.9479
140630,40.8099,-73.9474
140631,40.8099,-73.944
140632,40.8099,-73.9438
140633,40.8099,-73.9377
140634,40.8099,-73.9376
140635,40.8099,-73.9245
140636,40.8099,-73.8834
140637,40.81,-73.965
140638,40.81,-73.9649
140639,40.81,-73.9648
140640,40.81,-73.9627
140641,40.81,-73.9624
140642,40.81,-73.9623
140643,40.81,-73.9622
140644,40.81,-73.9619
140645,40.81,-73.9608
140646,40.81,-73.9605
140647,40.81,-73.9604
140648,40.81,-73.9589
140649,40.81,-73.9588
140650,40.81,-73.9587
140651,40.81,-73.9586
140652,40.81,-73.9529
140653,40.81,-73.9514
140654,40.81,-73.9513
140655,40.81,-73.951
140656,40.81,-73.9503
140657,40.81,-73.9486
140658,40.81,-73.9475
140659,40.81,-73.9438
140660,40.81,-73.9376
140661,40.81,-73.9371
140662,40.8101,-73.9648
140663,40.8101,-73.9625
140664,40.8101,-73.9613
140665,40.8101,-73.9608
140666,40.8101,-73.9587
140667,40.8101,-73.9535
140668,40.8101,-73.9532
140669,40.8101,-73.953
140670,40.8101,-73.9513
140671,40.8101,-73.951
140672,40.8101,-73.9473
140673,40.8101,-73.9437
140674,40.8101,-73.9436
140675,40.8101,-73.9432
140676,40.8101,-73.9253
140677,40.8101,-73.925
140678,40.8101,-73.8039
140679,40.8102,-73.9676
140680,40.8102,-73.9649
140681,40.8102,-73.9648
140682,40.8102,-73.9635
140683,40.8102,-73.9626
140684,40.8102,-73.9624
140685,40.8102,-73.9622
140686,40.8102,-73.9621
140687,40.8102,-73.962
140688,40.8102,-73.9618
140689,40.8102,-73.9615
140690,40.8102,-73.9614
140691,40.8102,-73.9611
140692,40.8102,-73.9609
140693,40.8102,-73.9608
140694,40.8102,-73.9607
140695,40.8102,-73.9593
140696,40.8102,-73.9587
140697,40.8102,-73.9586
140698,40.8102,-73.9585
140699,40.8102,-73.9532
140700,40.8102,-73.9529
140701,40.8102,-73.9515
140702,40.8102,-73.9514
140703,40.8102,-73.951
140704,40.8102,-73.9509
140705,40.8102,-73.9476
140706,40.8102,-73.9474
140707,40.8102,-73.9473
140708,40.8102,-73.9472
140709,40.8102,-73.9437
140710,40.8102,-73.9417
140711,40.8102,-73.9396
140712,40.8102,-73.9394
140713,40.8102,-73.9283
140714,40.8102,-73.9255
140715,40.8102,-73.925
140716,40.8102,-73.9221
140717,40.8103,-73.9648
140718,40.8103,-73.9636
140719,40.8103,-73.9625
140720,40.8103,-73.9623
140721,40.8103,-73.9621
140722,40.8103,-73.962
140723,40.8103,-73.9619
140724,40.8103,-73.9618
140725,40.8103,-73.9593
140726,40.8103,-73.9592
140727,40.8103,-73.9556
140728,40.8103,-73.9528
140729,40.8103,-73.9517
140730,40.8103,-73.9513
140731,40.8103,-73.9512
140732,40.8103,-73.9476
140733,40.8103,-73.9472
140734,40.8103,-73.9439
140735,40.8103,-73.9436
140736,40.8103,-73.9435
140737,40.8103,-73.9396
140738,40.8103,-73.9394
140739,40.8103,-73.9372
140740,40.8103,-73.9364
140741,40.8103,-73.922
140742,40.8104,-73.9646
140743,40.8104,-73.9635
140744,40.8104,-73.9624
140745,40.8104,-73.9623
140746,40.8104,-73.9621
140747,40.8104,-73.962
140748,40.8104,-73.9618
140749,40.8104,-73.9617
140750,40.8104,-73.9616
140751,40.8104,-73.9586
140752,40.8104,-73.9578
140753,40.8104,-73.9537
140754,40.8104,-73.953
140755,40.8104,-73.952
140756,40.8104,-73.9518
140757,40.8104,-73.9517
140758,40.8104,-73.9515
140759,40.8104,-73.9509
140760,40.8104,-73.9474
140761,40.8104,-73.9435
140762,40.8104,-73.9434
140763,40.8104,-73.9394
140764,40.8104,-73.9219
140765,40.8105,-73.9647
140766,40.8105,-73.9633
140767,40.8105,-73.9619
140768,40.8105,-73.9618
140769,40.8105,-73.9586
140770,40.8105,-73.9584
140771,40.8105,-73.9583
140772,40.8105,-73.958
140773,40.8105,-73.953
140774,40.8105,-73.9518
140775,40.8105,-73.9516
140776,40.8105,-73.951
140777,40.8105,-73.9474
140778,40.8105,-73.9461
140779,40.8105,-73.9434
140780,40.8105,-73.9402
140781,40.8105,-73.9391
140782,40.8105,-73.9242
140783,40.8105,-73.9218
140784,40.8106,-73.9645
140785,40.8106,-73.9623
140786,40.8106,-73.9622
140787,40.8106,-73.9621
140788,40.8106,-73.962
